State,Vehicle_Type,Weather_Condition,Road_Condition,Road_Type,Time_of_Day,Speed_kmph,Crash_Force_kN,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Usage,Emergency_Response_Time_min,Driver_License,Gender,Severity,Number_of_Fatalities,Year,Month,Timing
Rajasthan,Car,Foggy,Wet,Urban,Morning,56.4,89.74,Not Applicable,No,No,No,21.9,Yes,Male,Serious,2,2024,November,6:55
Gujarat,Bus,Foggy,Wet,Urban,Morning,58.9,89.77,Not Applicable,Yes,No,No,14.9,No,Male,Serious,13,2023,September,11:14
Maharashtra,Bike,Clear,Wet,Rural,Afternoon,65.4,97.63,Yes,Not Applicable,No,No,28,Yes,Female,Serious,2,2021,December,13:54
Rajasthan,Bus,Foggy,Damaged,Rural,Night,68.7,107.86,Not Applicable,Yes,No,Yes,23.5,Yes,Male,Serious,9,2020,January,23:31
Maharashtra,Bike,Clear,Wet,Urban,Morning,62,87.69,Yes,Not Applicable,No,No,13.7,Yes,Female,Serious,0,2021,August,6:53
Uttar Pradesh,Bike,Rainy,Dry,Highway,Afternoon,69,106.32,No,Not Applicable,No,No,22.5,Yes,Female,Serious,0,2023,May,13:59
Rajasthan,Bus,Rainy,Damaged,Urban,Afternoon,44.3,57.89,Not Applicable,Yes,Yes,Yes,15.9,Yes,Male,Serious,16,2023,January,12:01
Rajasthan,Bus,Clear,Dry,Urban,Night,75.8,106.11,Not Applicable,No,No,No,31,Yes,Male,Serious,7,2022,September,0:21
Rajasthan,Truck,Clear,Damaged,Urban,Night,67.7,102.16,Not Applicable,Yes,Yes,No,33.7,Yes,Male,Serious,3,2021,April,0:21
Gujarat,Truck,Foggy,Damaged,Rural,Afternoon,73.6,112.48,Not Applicable,Yes,No,No,15.4,No,Male,Serious,5,2019,April,13:10
Rajasthan,Bike,Clear,Damaged,Urban,Evening,65.9,96.6,Yes,Not Applicable,No,Yes,21.7,Yes,Female,Serious,0,2024,January,18:39
Karnataka,Car,Clear,Wet,Urban,Evening,73.8,112.94,Not Applicable,Yes,Yes,No,18.6,Yes,Female,Serious,6,2019,November,20:38
Tamil Nadu,Bike,Clear,Dry,Rural,Night,52.7,80.09,Yes,Not Applicable,No,Yes,31.6,Yes,Female,Serious,1,2019,October,2:56
Karnataka,Bike,Rainy,Damaged,Urban,Morning,65.9,90.04,No,Not Applicable,No,No,29.8,Yes,Female,Serious,2,2019,October,5:18
Tamil Nadu,Bike,Rainy,Dry,Urban,Night,70.6,92.4,No,Not Applicable,No,No,32.8,Yes,Male,Serious,0,2021,January,1:41
Maharashtra,Bus,Foggy,Wet,Highway,Evening,86,115.1,Not Applicable,Yes,No,No,24.8,Yes,Male,Serious,13,2022,December,18:41
Karnataka,Car,Rainy,Damaged,Rural,Morning,66.2,88.54,Not Applicable,Yes,Yes,No,11.4,Yes,Female,Serious,6,2021,February,9:14
Uttar Pradesh,Car,Rainy,Wet,Urban,Morning,37.1,57.84,Not Applicable,Yes,No,No,15.7,No,Female,Serious,3,2022,December,11:32
Rajasthan,Bike,Clear,Wet,Urban,Afternoon,72.6,104.61,Yes,Not Applicable,No,No,32.7,No,Male,Serious,0,2024,January,16:41
Karnataka,Truck,Clear,Wet,Urban,Morning,66.1,86.08,Not Applicable,Yes,Yes,No,32.2,Yes,Male,Serious,6,2024,August,10:04
Uttar Pradesh,Car,Clear,Dry,Highway,Morning,76.1,107.39,Not Applicable,Yes,No,No,34.9,Yes,Female,Serious,3,2019,June,4:05
Maharashtra,Car,Clear,Dry,Highway,Evening,77.4,116.68,Not Applicable,Yes,No,Yes,30.3,Yes,Male,Serious,2,2023,April,19:37
Maharashtra,Bike,Clear,Wet,Urban,Evening,61.6,88.49,Yes,Not Applicable,No,Yes,19,Yes,Female,Serious,2,2019,March,18:12
Uttar Pradesh,Bike,Rainy,Damaged,Rural,Evening,53.3,71.15,Yes,Not Applicable,Yes,No,33.1,Yes,Female,Serious,3,2019,April,20:14
Maharashtra,Bus,Clear,Wet,Urban,Afternoon,60.9,95.24,Not Applicable,Yes,No,No,12.8,Expired,Male,Serious,15,2019,April,14:09
Gujarat,Truck,Clear,Damaged,Urban,Evening,55.1,74.09,Not Applicable,No,No,No,32.4,Yes,Male,Serious,3,2023,March,19:56
Karnataka,Bike,Rainy,Damaged,Highway,Evening,70.4,94.27,Yes,Not Applicable,No,Yes,20.6,Yes,Female,Serious,2,2019,August,17:41
Uttar Pradesh,Bike,Rainy,Wet,Highway,Night,76.8,116.72,Yes,Not Applicable,No,No,15.9,Yes,Male,Serious,2,2019,September,1:45
Rajasthan,Car,Rainy,Damaged,Rural,Morning,72.6,111.72,Not Applicable,Yes,Yes,Yes,19.4,Yes,Female,Serious,3,2021,November,7:55
Uttar Pradesh,Bus,Clear,Damaged,Urban,Afternoon,58,83.31,Not Applicable,Yes,No,No,27.5,Yes,Male,Serious,9,2021,July,13:24
Karnataka,Bus,Clear,Damaged,Urban,Morning,69.7,103.38,Not Applicable,Yes,No,No,23.6,Yes,Male,Serious,11,2021,April,8:08
Gujarat,Bus,Rainy,Wet,Rural,Evening,55.2,73.04,Not Applicable,Yes,No,No,27.9,Yes,Male,Serious,8,2022,March,19:06
Uttar Pradesh,Bus,Clear,Damaged,Urban,Morning,51.2,71.18,Not Applicable,Yes,Yes,No,12.8,No,Male,Serious,20,2020,April,4:33
Tamil Nadu,Bike,Clear,Dry,Urban,Night,65.8,93.85,Yes,Not Applicable,Yes,Yes,25.2,Yes,Female,Serious,2,2024,August,21:57
Tamil Nadu,Car,Foggy,Dry,Rural,Morning,59.6,88.21,Not Applicable,Yes,Yes,Yes,12.1,Yes,Female,Serious,2,2021,June,4:42
Maharashtra,Car,Clear,Dry,Rural,Evening,50.7,76.28,Not Applicable,No,Yes,No,16.3,Yes,Female,Serious,5,2020,March,17:48
Gujarat,Car,Clear,Damaged,Rural,Morning,55.7,88.98,Not Applicable,Yes,No,No,32,Yes,Male,Serious,3,2019,January,7:02
Maharashtra,Bus,Rainy,Dry,Highway,Afternoon,70.9,93.96,Not Applicable,Yes,No,Yes,27.5,No,Male,Serious,9,2022,September,13:34
Gujarat,Car,Foggy,Dry,Rural,Afternoon,72.9,111.19,Not Applicable,Yes,Yes,Yes,18.2,Expired,Female,Serious,4,2022,December,15:19
Uttar Pradesh,Bike,Foggy,Damaged,Urban,Morning,55.1,76.45,Yes,Not Applicable,Yes,No,22,Yes,Female,Serious,3,2022,September,9:28
Tamil Nadu,Bike,Foggy,Dry,Highway,Morning,69.5,94.74,Yes,Not Applicable,No,Yes,23.7,Yes,Female,Serious,1,2020,November,10:45
Rajasthan,Bike,Clear,Damaged,Urban,Morning,74.1,112.39,No,Not Applicable,No,Yes,27.1,Yes,Female,Serious,0,2023,March,9:25
Karnataka,Bike,Clear,Dry,Rural,Night,66.7,103.92,Yes,Not Applicable,No,Yes,12.3,Expired,Female,Serious,2,2024,August,3:48
Uttar Pradesh,Bike,Rainy,Wet,Rural,Night,67.6,96.44,Yes,Not Applicable,No,No,10.5,Expired,Male,Serious,0,2021,March,0:17
Gujarat,Bus,Clear,Wet,Urban,Evening,73.6,96.15,Not Applicable,Yes,Yes,Yes,18.6,Yes,Male,Serious,16,2020,September,17:59
Tamil Nadu,Bus,Foggy,Damaged,Urban,Night,70.8,107.67,Not Applicable,Yes,Yes,No,19.4,Yes,Male,Serious,13,2021,June,3:57
Maharashtra,Car,Rainy,Damaged,Rural,Evening,75.3,100.28,Not Applicable,Yes,No,Yes,20.9,Yes,Female,Serious,2,2024,July,18:59
Karnataka,Car,Rainy,Damaged,Highway,Morning,73.8,113.72,Not Applicable,Yes,No,No,12.6,Expired,Male,Serious,5,2020,August,4:00
Rajasthan,Truck,Foggy,Damaged,Urban,Morning,50.8,79.68,Not Applicable,Yes,No,No,21.1,No,Male,Serious,5,2023,January,9:00
Rajasthan,Bike,Clear,Wet,Urban,Morning,53.5,72.31,No,Not Applicable,No,Yes,16.9,Yes,Female,Serious,2,2020,October,10:06
Rajasthan,Bus,Clear,Dry,Urban,Evening,60.2,91.84,Not Applicable,Yes,Yes,Yes,20.6,Yes,Male,Serious,13,2023,September,20:32
Gujarat,Bike,Clear,Dry,Rural,Morning,55.8,80.07,Yes,Not Applicable,No,No,10.5,No,Male,Serious,2,2024,January,9:43
Rajasthan,Car,Clear,Wet,Rural,Evening,67.8,99.55,Not Applicable,Yes,No,No,33,Expired,Female,Serious,4,2021,November,20:29
Karnataka,Bus,Rainy,Damaged,Urban,Morning,42.9,61.16,Not Applicable,Yes,Yes,No,16,Expired,Male,Serious,16,2019,October,5:10
Uttar Pradesh,Bike,Clear,Damaged,Urban,Morning,62.1,96.74,Yes,Not Applicable,Yes,No,22.6,Yes,Female,Serious,0,2022,April,11:56
Rajasthan,Truck,Clear,Wet,Urban,Night,69.3,107.19,Not Applicable,Yes,No,Yes,29.8,Yes,Male,Serious,3,2022,May,21:04
Maharashtra,Bus,Rainy,Damaged,Rural,Night,69.9,93.61,Not Applicable,Yes,No,Yes,11.6,Expired,Male,Serious,11,2019,February,2:39
Uttar Pradesh,Bike,Clear,Wet,Urban,Night,70.4,99.99,Yes,Not Applicable,No,No,15.6,Yes,Male,Serious,0,2022,October,1:54
Karnataka,Bike,Rainy,Damaged,Urban,Evening,53.6,80.67,No,Not Applicable,No,No,21.1,Yes,Male,Serious,0,2020,December,19:02
Maharashtra,Car,Clear,Dry,Highway,Night,79.3,105.61,Not Applicable,Yes,No,Yes,26.7,No,Female,Serious,2,2019,August,1:58
Maharashtra,Car,Clear,Dry,Rural,Morning,61.1,93.84,Not Applicable,Yes,No,No,34.5,Yes,Female,Serious,3,2023,February,6:43
Karnataka,Car,Foggy,Damaged,Rural,Afternoon,48.1,72.07,Not Applicable,Yes,Yes,No,26.3,Yes,Female,Serious,5,2024,May,16:23
Uttar Pradesh,Bike,Rainy,Dry,Urban,Morning,68.1,107.25,No,Not Applicable,No,Yes,22.1,Yes,Male,Serious,1,2021,February,7:48
Karnataka,Bike,Rainy,Wet,Urban,Night,39.9,62.71,Yes,Not Applicable,No,No,32.9,Yes,Male,Serious,0,2020,November,23:12
Uttar Pradesh,Bus,Clear,Damaged,Urban,Morning,69.2,94.74,Not Applicable,Yes,Yes,No,33.7,Yes,Male,Serious,10,2021,July,5:49
Rajasthan,Bike,Rainy,Wet,Urban,Evening,57.1,74.67,Yes,Not Applicable,Yes,No,24.4,Yes,Male,Serious,3,2021,May,20:53
Gujarat,Truck,Clear,Dry,Urban,Afternoon,64.3,98.99,Not Applicable,Yes,No,Yes,19.9,No,Male,Serious,4,2019,October,16:11
Rajasthan,Bike,Clear,Dry,Urban,Morning,59.5,82.28,Yes,Not Applicable,Yes,No,31.8,Yes,Male,Serious,0,2021,June,6:31
Uttar Pradesh,Bike,Rainy,Dry,Urban,Night,60,91.77,No,Not Applicable,No,No,13,Yes,Male,Serious,1,2023,November,23:32
Uttar Pradesh,Car,Clear,Wet,Urban,Morning,48.3,71.52,Not Applicable,No,No,No,11.6,Yes,Male,Serious,2,2020,August,9:22
Uttar Pradesh,Bike,Clear,Wet,Urban,Night,65.3,97.67,Yes,Not Applicable,No,Yes,14.9,Yes,Male,Serious,0,2023,November,23:57
Karnataka,Car,Clear,Dry,Urban,Evening,42.4,58.35,Not Applicable,Yes,Yes,Yes,25.9,Yes,Male,Serious,5,2020,April,19:58
Rajasthan,Car,Foggy,Damaged,Urban,Night,43.3,64.34,Not Applicable,Yes,No,Yes,13.5,Yes,Female,Serious,2,2023,July,2:27
Maharashtra,Car,Clear,Wet,Urban,Evening,45.9,72.86,Not Applicable,Yes,No,No,23.4,No,Male,Serious,4,2023,May,18:59
Tamil Nadu,Car,Rainy,Damaged,Highway,Afternoon,75.5,108.11,Not Applicable,Yes,No,No,29.1,Yes,Female,Serious,2,2019,March,16:49
Gujarat,Bike,Clear,Dry,Urban,Night,74.6,109.5,Yes,Not Applicable,No,Yes,10.4,Yes,Female,Serious,0,2022,October,3:10
Gujarat,Bus,Foggy,Dry,Highway,Afternoon,73.7,112.46,Not Applicable,No,Yes,No,11.1,Yes,Male,Serious,9,2024,February,14:27
Gujarat,Bus,Clear,Damaged,Urban,Afternoon,68.4,100.23,Not Applicable,Yes,No,Yes,22.7,Yes,Male,Serious,7,2022,November,14:14
Karnataka,Bus,Rainy,Damaged,Highway,Morning,72.5,98.27,Not Applicable,Yes,No,Yes,25.4,Yes,Male,Serious,7,2020,June,10:32
Rajasthan,Bike,Clear,Damaged,Rural,Evening,72.6,97.06,Yes,Not Applicable,No,Yes,20.3,No,Male,Serious,3,2019,January,20:09
Maharashtra,Bike,Rainy,Dry,Highway,Evening,82.2,107.85,No,Not Applicable,No,Yes,24.5,Yes,Female,Serious,1,2024,July,19:36
Maharashtra,Truck,Clear,Wet,Urban,Night,44.6,61.87,Not Applicable,Yes,Yes,No,24,Yes,Male,Serious,3,2023,June,23:06
Maharashtra,Bike,Clear,Wet,Urban,Morning,60,89.03,Yes,Not Applicable,Yes,No,21.3,Expired,Male,Serious,4,2023,June,7:00
Maharashtra,Car,Clear,Dry,Rural,Evening,84.4,111.2,Not Applicable,Yes,No,No,16.8,Expired,Female,Serious,4,2023,October,20:39
Maharashtra,Truck,Clear,Damaged,Urban,Night,69.4,102.33,Not Applicable,Yes,No,No,20.5,Yes,Male,Serious,4,2019,May,2:43
Karnataka,Bike,Foggy,Damaged,Urban,Morning,56.7,76.63,Yes,Not Applicable,No,No,18.4,No,Female,Serious,3,2021,February,9:14
Rajasthan,Bike,Foggy,Wet,Urban,Night,54.8,83.69,Yes,Not Applicable,No,Yes,24.3,Yes,Female,Serious,2,2021,December,22:42
Tamil Nadu,Car,Clear,Wet,Urban,Evening,57.5,86.79,Not Applicable,Yes,Yes,No,25.8,Yes,Male,Serious,6,2021,May,20:29
Rajasthan,Bike,Clear,Dry,Highway,Evening,80.2,108.05,Yes,Not Applicable,Yes,No,20.7,Yes,Male,Serious,2,2023,December,17:47
Tamil Nadu,Car,Rainy,Wet,Rural,Afternoon,74.5,98.39,Not Applicable,Yes,No,Yes,12.7,Yes,Female,Serious,3,2021,December,14:28
Gujarat,Bike,Clear,Wet,Urban,Morning,71.4,111.7,Yes,Not Applicable,No,No,16.9,Expired,Male,Serious,3,2023,August,10:16
Rajasthan,Car,Clear,Damaged,Rural,Afternoon,72.9,111.48,Not Applicable,Yes,Yes,No,28.8,Yes,Female,Serious,5,2024,January,12:37
Tamil Nadu,Bus,Foggy,Wet,Highway,Afternoon,84,116.04,Not Applicable,Yes,No,No,13.7,No,Male,Serious,17,2023,March,14:46
Rajasthan,Car,Clear,Dry,Urban,Evening,59,85.01,Not Applicable,No,No,Yes,23.7,Yes,Female,Serious,3,2023,September,17:56
Karnataka,Bike,Clear,Wet,Urban,Night,63.1,95.61,Yes,Not Applicable,No,No,19.8,Yes,Male,Serious,2,2023,December,23:55
Maharashtra,Car,Foggy,Damaged,Highway,Afternoon,78.9,110.73,Not Applicable,Yes,No,No,31.9,No,Female,Serious,3,2022,August,14:58
Uttar Pradesh,Bus,Foggy,Damaged,Urban,Morning,46.3,60.26,Not Applicable,Yes,Yes,No,22.5,Yes,Male,Serious,14,2020,February,6:44
Gujarat,Bus,Clear,Dry,Urban,Night,51,78.18,Not Applicable,Yes,Yes,No,34.8,Yes,Male,Serious,10,2023,December,2:24
Rajasthan,Bike,Foggy,Wet,Urban,Morning,55.9,80.58,Yes,Not Applicable,No,Yes,26.2,Yes,Female,Serious,2,2021,March,9:09
Karnataka,Bus,Rainy,Dry,Urban,Morning,61.9,91.81,Not Applicable,Yes,No,No,14.3,No,Male,Serious,10,2019,March,7:27
Maharashtra,Bike,Rainy,Damaged,Urban,Morning,60.2,87.52,Yes,Not Applicable,Yes,No,22.6,Yes,Male,Serious,3,2021,January,6:26
Karnataka,Truck,Clear,Damaged,Urban,Morning,60.3,87.39,Not Applicable,Yes,No,No,18.5,Yes,Male,Serious,4,2024,March,11:54
Tamil Nadu,Bike,Foggy,Damaged,Rural,Morning,67.8,97.74,Yes,Not Applicable,No,No,26.6,Yes,Female,Serious,0,2020,August,6:48
Uttar Pradesh,Bike,Foggy,Damaged,Urban,Afternoon,64.4,96.75,Yes,Not Applicable,No,Yes,21.3,Yes,Female,Serious,2,2021,February,14:07
Uttar Pradesh,Car,Clear,Wet,Urban,Evening,50.8,68.83,Not Applicable,Yes,Yes,Yes,22.3,Yes,Female,Serious,5,2023,April,17:50
Gujarat,Truck,Clear,Dry,Highway,Night,86.2,119.55,Not Applicable,Yes,Yes,Yes,25.6,Yes,Male,Serious,5,2024,November,0:12
Tamil Nadu,Car,Clear,Damaged,Highway,Morning,75.9,115.41,Not Applicable,No,Yes,No,23.2,Yes,Female,Serious,5,2020,March,10:05
Rajasthan,Car,Clear,Damaged,Rural,Night,74.3,100.79,Not Applicable,Yes,Yes,Yes,11,Yes,Female,Serious,3,2021,April,23:53
Gujarat,Bus,Clear,Dry,Rural,Night,75.3,118.42,Not Applicable,Yes,Yes,No,16,Yes,Male,Serious,12,2023,February,2:12
Uttar Pradesh,Bike,Foggy,Dry,Urban,Night,61.3,86.39,Yes,Not Applicable,Yes,Yes,13.8,Yes,Male,Serious,0,2019,March,22:53
Maharashtra,Bus,Clear,Dry,Highway,Evening,90.8,119.03,Not Applicable,Yes,Yes,No,21,No,Male,Serious,12,2019,February,20:47
Tamil Nadu,Bike,Clear,Dry,Highway,Night,78.9,114.89,No,Not Applicable,Yes,No,22.6,Yes,Female,Serious,0,2021,October,22:15
Uttar Pradesh,Bus,Clear,Damaged,Rural,Evening,83.4,108.7,Not Applicable,No,No,No,30.9,Expired,Male,Serious,11,2020,September,20:54
Maharashtra,Bike,Clear,Dry,Rural,Night,85.4,118.72,Yes,Not Applicable,No,Yes,30.3,Yes,Female,Serious,0,2022,June,2:31
Gujarat,Bike,Clear,Wet,Urban,Morning,53.2,79.55,Yes,Not Applicable,No,Yes,31.5,Expired,Male,Serious,0,2020,January,10:36
Rajasthan,Bike,Clear,Damaged,Urban,Morning,53,78.53,Yes,Not Applicable,Yes,No,14.3,Expired,Male,Serious,0,2022,October,8:51
Uttar Pradesh,Car,Clear,Dry,Rural,Evening,64.9,92.15,Not Applicable,Yes,Yes,Yes,31.8,Yes,Male,Serious,3,2024,October,18:19
Rajasthan,Bike,Foggy,Dry,Urban,Night,60.2,85.91,Yes,Not Applicable,Yes,No,17.2,Expired,Female,Serious,3,2021,October,3:11
Rajasthan,Car,Rainy,Damaged,Urban,Afternoon,45.9,69.31,Not Applicable,Yes,Yes,No,16.7,Yes,Female,Serious,5,2022,August,14:26
Uttar Pradesh,Car,Rainy,Damaged,Highway,Afternoon,73.9,104.73,Not Applicable,Yes,Yes,Yes,20.5,Yes,Female,Serious,5,2019,February,16:55
Tamil Nadu,Car,Clear,Wet,Urban,Morning,69.2,95.13,Not Applicable,Yes,Yes,No,21.5,Yes,Male,Serious,3,2021,May,4:16
Rajasthan,Bike,Foggy,Wet,Urban,Evening,42.2,66.87,Yes,Not Applicable,Yes,No,17.4,Yes,Female,Serious,0,2023,March,19:34
Maharashtra,Car,Clear,Wet,Rural,Afternoon,67.4,98.22,Not Applicable,Yes,No,No,33.2,Expired,Female,Serious,5,2024,November,12:33
Maharashtra,Bus,Clear,Wet,Urban,Evening,47.3,62.98,Not Applicable,Yes,Yes,No,18.6,Yes,Male,Serious,16,2020,March,20:08
Rajasthan,Car,Clear,Dry,Urban,Night,68.7,91.1,Not Applicable,Yes,Yes,No,25.3,Expired,Female,Serious,6,2022,January,2:54
Gujarat,Car,Clear,Damaged,Urban,Night,75.3,116.69,Not Applicable,Yes,No,Yes,30.6,Yes,Male,Serious,4,2023,January,0:54
Maharashtra,Bike,Clear,Dry,Rural,Night,60.5,87.82,Yes,Not Applicable,No,No,25.6,Expired,Male,Serious,2,2022,July,23:22
Rajasthan,Car,Clear,Wet,Urban,Evening,74.2,105.03,Not Applicable,Yes,Yes,No,31.9,Yes,Male,Serious,3,2019,February,19:49
Karnataka,Truck,Clear,Damaged,Highway,Evening,75.2,110.94,Not Applicable,Yes,Yes,No,22.7,Yes,Male,Serious,6,2024,March,20:35
Uttar Pradesh,Car,Clear,Damaged,Urban,Night,47.1,72.58,Not Applicable,No,No,Yes,20.8,Yes,Male,Serious,3,2021,December,22:29
Uttar Pradesh,Bus,Rainy,Damaged,Rural,Morning,76.1,109.85,Not Applicable,Yes,No,No,15.5,Yes,Male,Serious,7,2019,December,4:15
Karnataka,Truck,Rainy,Damaged,Urban,Night,56.1,73.82,Not Applicable,Yes,No,Yes,29.1,Yes,Male,Serious,2,2019,November,2:15
Karnataka,Car,Foggy,Dry,Urban,Night,48.5,69.6,Not Applicable,Yes,Yes,Yes,16,Yes,Female,Serious,2,2024,April,0:09
Rajasthan,Bike,Foggy,Damaged,Highway,Evening,75.2,112.85,Yes,Not Applicable,No,Yes,33.3,Yes,Male,Serious,2,2020,May,19:04
Maharashtra,Bike,Clear,Damaged,Urban,Morning,73.8,111.5,No,Not Applicable,No,No,34.9,Yes,Male,Serious,2,2022,June,6:41
Uttar Pradesh,Bike,Rainy,Damaged,Rural,Morning,69,104.75,No,Not Applicable,No,No,10,Yes,Female,Serious,0,2021,July,11:02
Karnataka,Bike,Foggy,Damaged,Urban,Night,60.1,84.02,Yes,Not Applicable,No,Yes,11.2,Expired,Female,Serious,3,2020,October,23:27
Rajasthan,Car,Foggy,Damaged,Urban,Evening,54.4,82.49,Not Applicable,Yes,No,No,27.2,Yes,Female,Serious,4,2021,February,19:32
Maharashtra,Car,Foggy,Damaged,Highway,Evening,82.1,114.66,Not Applicable,Yes,Yes,No,31.7,Yes,Male,Serious,5,2023,October,19:30
Gujarat,Truck,Foggy,Wet,Highway,Evening,83,114.3,Not Applicable,Yes,No,No,28.3,Yes,Male,Serious,3,2019,February,17:41
Gujarat,Car,Clear,Dry,Urban,Morning,74,111.26,Not Applicable,Yes,No,Yes,23.3,Yes,Female,Serious,3,2023,February,5:25
Rajasthan,Car,Rainy,Damaged,Rural,Morning,55.2,81.24,Not Applicable,Yes,No,No,24,Yes,Male,Serious,2,2024,May,8:28
Uttar Pradesh,Truck,Rainy,Dry,Rural,Morning,54.7,74.38,Not Applicable,Yes,No,No,27.7,No,Male,Serious,2,2019,June,8:37
Karnataka,Bike,Clear,Damaged,Rural,Morning,73.7,108.8,Yes,Not Applicable,No,Yes,10.7,No,Female,Serious,3,2022,June,4:36
Rajasthan,Bike,Foggy,Damaged,Highway,Evening,75.7,116.78,Yes,Not Applicable,No,Yes,12,Yes,Female,Serious,2,2020,January,20:09
Tamil Nadu,Truck,Clear,Dry,Urban,Evening,69.8,95.9,Not Applicable,Yes,Yes,No,23.7,Expired,Male,Serious,6,2021,February,18:36
Karnataka,Bike,Rainy,Wet,Urban,Night,48,76.58,Yes,Not Applicable,No,No,22.8,Expired,Female,Serious,3,2020,September,2:09
Tamil Nadu,Car,Foggy,Damaged,Urban,Night,45.7,72.58,Not Applicable,Yes,Yes,No,11.4,Yes,Male,Serious,5,2019,September,21:58
Karnataka,Truck,Rainy,Damaged,Urban,Evening,54.6,82.92,Not Applicable,Yes,Yes,No,25.1,Yes,Male,Serious,6,2020,March,17:46
Tamil Nadu,Bike,Clear,Damaged,Rural,Morning,70.1,107.57,Yes,Not Applicable,No,No,19.7,Yes,Male,Serious,0,2019,May,4:47
Uttar Pradesh,Car,Clear,Damaged,Urban,Evening,72.1,99.03,Not Applicable,Yes,Yes,No,13.2,No,Female,Serious,8,2022,November,19:35
Rajasthan,Truck,Foggy,Damaged,Urban,Night,68.2,107.04,Not Applicable,Yes,Yes,No,24.4,Yes,Male,Serious,3,2019,December,1:10
Maharashtra,Bike,Clear,Damaged,Urban,Night,65.8,102.13,Yes,Not Applicable,Yes,No,11.5,Expired,Female,Serious,0,2021,August,22:19
Gujarat,Truck,Clear,Damaged,Urban,Afternoon,47.6,68.11,Not Applicable,Yes,Yes,Yes,29.2,Yes,Male,Serious,6,2019,August,12:55
Karnataka,Truck,Clear,Damaged,Rural,Morning,62.1,89.37,Not Applicable,Yes,No,No,34.2,Yes,Male,Serious,3,2022,September,11:27
Tamil Nadu,Truck,Clear,Wet,Urban,Night,70.9,94.57,Not Applicable,Yes,No,No,22.1,Expired,Male,Serious,4,2024,November,21:55
Tamil Nadu,Bus,Clear,Wet,Urban,Afternoon,67.5,93.83,Not Applicable,Yes,No,No,23.7,Yes,Male,Serious,8,2023,June,13:10
Tamil Nadu,Car,Clear,Wet,Urban,Night,63,86.91,Not Applicable,Yes,No,Yes,33,Yes,Male,Serious,4,2019,December,2:25
Tamil Nadu,Car,Clear,Wet,Rural,Evening,66.7,95.01,Not Applicable,Yes,Yes,No,10.4,Yes,Male,Serious,6,2021,July,19:07
Gujarat,Truck,Rainy,Wet,Urban,Night,55.9,80.93,Not Applicable,Yes,No,No,31.5,Yes,Male,Serious,4,2024,January,21:48
Tamil Nadu,Bike,Clear,Wet,Rural,Afternoon,76.2,117.13,Yes,Not Applicable,No,Yes,22,Yes,Female,Serious,2,2024,February,16:54
Maharashtra,Car,Clear,Dry,Urban,Night,65,88.06,Not Applicable,Yes,Yes,Yes,21.9,Expired,Male,Serious,4,2023,October,22:14
Maharashtra,Car,Foggy,Damaged,Highway,Afternoon,79.4,111.31,Not Applicable,Yes,No,Yes,28.2,Expired,Female,Serious,3,2023,June,16:25
Tamil Nadu,Car,Clear,Wet,Urban,Morning,54.7,80.47,Not Applicable,Yes,Yes,No,11.7,Yes,Male,Serious,3,2021,August,9:22
Uttar Pradesh,Bike,Rainy,Dry,Rural,Evening,67,90.83,No,Not Applicable,No,No,19.2,Yes,Male,Serious,1,2021,December,17:41
Uttar Pradesh,Car,Foggy,Dry,Urban,Night,56.6,87.13,Not Applicable,Yes,No,No,15.2,Yes,Female,Serious,2,2021,August,1:11
Karnataka,Bike,Clear,Wet,Urban,Evening,71.3,95.25,Yes,Not Applicable,Yes,No,17.7,Yes,Male,Serious,0,2022,September,18:36
Gujarat,Car,Rainy,Dry,Rural,Afternoon,53,84.66,Not Applicable,No,No,No,14.2,Yes,Male,Serious,3,2021,July,12:39
Gujarat,Car,Clear,Dry,Urban,Morning,49.4,76.21,Not Applicable,Yes,No,Yes,32.9,No,Male,Serious,4,2020,December,5:50
Tamil Nadu,Truck,Clear,Dry,Urban,Night,76.6,116.86,Not Applicable,Yes,No,Yes,27.5,No,Male,Serious,2,2022,August,21:08
Uttar Pradesh,Bike,Rainy,Dry,Rural,Evening,61,80.48,Yes,Not Applicable,No,No,18.1,No,Male,Serious,0,2021,November,20:44
Uttar Pradesh,Truck,Clear,Damaged,Highway,Evening,85.1,111.06,Not Applicable,Yes,No,No,25.7,Yes,Male,Serious,4,2019,November,20:30
Maharashtra,Bike,Rainy,Wet,Urban,Afternoon,68,107.96,Yes,Not Applicable,No,Yes,22.9,Yes,Female,Serious,0,2020,May,14:35
Karnataka,Car,Foggy,Damaged,Rural,Morning,68.4,90.82,Not Applicable,No,No,Yes,10.6,Yes,Female,Serious,3,2020,September,10:21
Gujarat,Truck,Clear,Dry,Rural,Afternoon,74.2,97.25,Not Applicable,Yes,Yes,Yes,22.9,Yes,Male,Serious,2,2024,December,14:27
Gujarat,Bike,Rainy,Damaged,Highway,Morning,75.9,100.62,Yes,Not Applicable,No,No,34.3,Yes,Female,Serious,0,2024,October,9:53
Rajasthan,Bus,Foggy,Damaged,Urban,Morning,40.6,61.24,Not Applicable,Yes,No,Yes,15.1,No,Male,Serious,9,2021,February,7:01
Gujarat,Bike,Foggy,Wet,Highway,Morning,86.8,116.57,Yes,Not Applicable,No,No,18.9,Yes,Female,Serious,0,2020,May,10:43
